-7.0635,2.6096,1.4679,-0.56094,0.7169,-3.53,2.9379,4.774,-9.3175,-6.5801,0.86756,1.4563,0.2982,1.2889,-16.96,4.6806,-10.892,2.7008,-2.5131,-4.8937,-6.0889,-5.3248,3.7041,6.2382,0.9282,-2.3743,-14.113,-4.1476,1.0962,-3.0919,-4.2063
-21.834,3.9592,0.15967,3.1251,0.74375,5.7391,-9.8933,-1.9731,-2.1198,-4.1303,2.5737,-7.8289,0.46161,1.6247,0.16848,-4.7441,-7.8929,-2.659,4.5028,3.4311,4.4978,3.822,-9.1059,-0.93079,2.2116,-2.0497,-1.161,-3.7855,0.70943,-0.87756,-4.2673
-4.818,0.63532,-6.1356,0.71288,-4.9685,0.56765,0.68487,-6.0713,-4.1444,7.1742,-0.17683,-2.9596,-5.1442,0.56825,-11.131,4.9553,-8.0882,2.6575,2.0087,-3.5395,-1.1713,-2.295,-9.5265,-6.0572,-4.1305,-0.12378,-3.4306,0.97713,1.6496,-1.1686,1.91
-22.445,-0.2594,-2.5744,-2.5549,6.2607,-0.88601,-1.0667,1.0175,0.13542,-0.10908,3.2869,4.7736,-0.21663,0.69687,-0.10264,-5.7006,0.16569,4.0037,6.4622,-1.3735,-6.3594,2.8572,-2.91,-0.35732,-0.47346,4.8376,-6.3435,0.80329,-0.086399,-3.2045,-6.6892
-11.347,-2.0591,-1.3957,-0.23452,1.0502,-5.3228,0.23207,-11.473,-2.4064,-10.698,-3.3409,-4.135,-8.672,-7.2844,-4.5701,3.0302,-12.794,0.254,0.46895,5.7722,4.3492,1.4066,-11.189,1.5527,-0.51102,3.2865,-8.3943,0.52611,0.87845,2.8592,1.9444
-9.2434,-6.2605,-16.868,-6.9625,-4.0475,2.523,3.0765,-3.841,-0.33164,-5.0672,2.9637,-3.6764,1.8896,-8.3357,2.2198,0.059074,1.4786,3.3291,-2.3464,-1.5699,-0.32043,-3.0585,-0.89911,5.1722,-2.7402,-0.37544,0.52634,-4.771,0.49663,0.66806,2.7652
-15.584,-1.0257,-6.7495,-2.7433,2.0648,-5.9414,-2.774,2.0344,0.77246,1.9367,-0.099055,3.7243,1.4531,3.4253,10.618,0.47104,-4.6137,-5.5088,-5.7238,0.35842,-2.587,1.8664,-4.0663,-0.48324,0.68749,4.5996,1.3064,2.098,-2.668,-4.3064,0.20085
-16.495,0.44197,-10.093,2.9278,3.0243,8.8756,1.2658,6.0763,0.10953,-0.6922,-1.0176,0.9557,-1.901,2.8431,2.0781,-4.2154,0.75916,-0.90724,-1.1248,-2.1027,3.1151,-9.9133,5.1269,-1.7279,-1.3231,-3.0981,0.51702,-5.23,0.11172,-0.68113,-7.7742
-13.945,-1.3154,12.766,-3.7704,-2.6163,3.9169,0.68053,1.2363,6.4518,1.5776,-2.9577,0.76221,-1.9147,0.93142,2.5384,1.0959,-0.64886,1.5827,0.43824,-1.9181,0.53604,-13.616,1.9725,-1.2741,-1.4443,-2.319,-1.0714,-1.2952,-1.8758,2.3173,2.0062
-8.4447,0.77639,5.8651,-0.48538,-6.8259,1.1934,-6.4393,-0.73247,2.8215,-2.9938,-2.608,-1.3208,-2.9077,-0.47359,-0.10102,-4.5683,-1.6643,1.5465,1.25,-1.2302,-3.3646,4.0007,-2.1828,-2.3749,0.86346,1.4497,-0.18939,-0.8544,-1.9328,-2.1459,-2.9562
-19.876,-2.0903,-4.557,0.2761,5.0787,2.9334,3.1274,-7.2768,3.2446,-3.498,2.4389,6.5877,-4.5268,-3.6503,1.3288,-5.1948,-1.7812,-5.0427,-0.62853,2.5729,2.0121,6.3375,-1.5075,-0.1555,0.027705,-0.40748,3.9757,-1.3523,-0.94199,-1.1255,-1.6435
-10.401,2.0581,8.4201,0.61752,-0.96935,-2.6766,-0.61436,-2.5988,-8.8133,2.1779,2.8935,0.44695,1.9917,-1.3849,-0.22899,-2.2826,-0.10218,-2.4408,-3.7688,0.36066,-0.85973,-1.4902,-1.2442,1.28,1.1771,-0.025618,2.582,1.3463,1.63,-2.9427,-0.22037
-15.514,-0.55404,0.48002,3.1017,2.1966,1.7618,2.9962,-6,1.0604,-0.7501,-6.6003,-8.3237,1.7481,-2.9766,-6.6493,3.6016,-4.4313,-6.6401,4.5826,0.4091,-2.9107,-0.27563,4.6216,-0.033722,4.3774,-3.1986,1.3475,4.9456,-6.463,1.0739,-7.2278
-8.49,-7.8298,3.4633,-1.4733,-2.3756,-14.422,-5.2162,4.0888,-12.321,3.9937,3.1112,-4.7561,1.1361,0.33045,-3.6379,-3.2153,2.2136,-2.8533,1.2091,10.842,2.2266,1.8806,5.2221,-3.6477,-2.5779,2.8286,0.51802,-6.6662,-16.88,-1.7487,-3.2768
-7.9567,-0.42887,-0.48648,-0.05135,-0.82216,-2.5139,-2.4165,-1.4317,-5.0181,-0.43858,0.99171,2.0126,2.5323,-2.3774,-7.3301,3.316,-7.5992,-1.2497,3.8137,-5.8546,3.348,5.5741,-11.531,-7.945,4.2742,1.6487,-5.2689,-10.832,-12.737,2.0652,-0.544
-16.625,-2.4019,-2.855,-10.024,3.4553,-3.4247,3.7522,-9.2198,0.90402,-3.5077,-3.3372,-5.7852,4.9117,-14.285,1.5311,1.7599,5.6023,-2.0564,-6.488,-0.75381,-0.47139,2.3577,3.4084,-0.068942,2.4943,0.3599,-2.1027,2.0963,-0.65876,-1.0191,3.6463
-15.165,1.1053,-7.6372,-3.4806,1.7516,-0.80106,0.45489,-3.1208,-1.3208,-2.3749,0.27198,-0.46896,2.4724,3.1417,3.6808,1.4916,-2.9533,-4.301,-3.7861,1.4937,0.043436,-0.68974,2.0813,-1.2452,0.53044,-4.5337,0.37143,-1.4504,0.43675,-1.7714,0.039071
-11.325,-4.0283,-9.1275,-8.5491,2.2095,-0.20995,-2.2361,-4.3495,-0.60966,5.6205,-2.478,2.9586,-1.3492,-3.065,0.86646,0.97286,4.586,-4.0088,-4.6063,4.2006,0.18216,-3.3695,5.6328,-5.3716,-8.7352,-0.23673,2.798,1.6143,4.7032,1.2931,-4.2567
-13.188,-3.1519,-1.0655,2.9563,-3.3939,7.0986,-8.7017,1.0163,-8.2857,1.3224,5.2549,-2.2172,-3.9171,6.7466,1.8332,4.5728,2.2147,-0.75512,-10.76,-4.6707,-3.0112,0.59728,-10.065,3.8757,-2.0171,-14.145,-7.9334,-1.5665,-5.5093,5.8094,1.2915
-13.325,4.7299,-9.9474,-7.2895,-11.392,-3.0795,0.023315,1.4254,-6.3354,-8.7939,-1.9744,4.1494,-3.032,-0.6483,12.432,-1.455,4.725,0.88756,8.2243,3.1505,-3.3472,-1.2322,0.38791,-2.0394,2.1506,-1.8325,1.4991,-1.9427,4.5552,2.1534,-11.854
