0.75607,0.0025543,0.0063857,0.016603,0.020434,0,0.014049,0,0.0012771,0,0.0038314,0,0.019157,0.068966,0.0447,0.0025543,0,0.0063857,0.0038314,0,0.019157,0.0025543,0.0012771,0.0025543,0,0.0076628
0.0040816,0.84082,0,0.02449,0.0081633,0,0.0040816,0.016327,0.0081633,0,0.028571,0,0,0,0.020408,0,0,0,0.012245,0.0040816,0.0040816,0,0,0,0,0.02449
0.011737,0,0.86385,0.0023474,0.023474,0.0023474,0,0,0,0,0,0.014085,0,0.0023474,0.030516,0.0046948,0,0.032864,0,0.0023474,0.0070423,0,0,0,0,0.0023474
0.053191,0.031915,0.0035461,0.69504,0.0035461,0.0035461,0.021277,0.0035461,0,0.0070922,0.042553,0.0035461,0.0035461,0.0070922,0.067376,0,0,0,0,0.014184,0.0070922,0.0070922,0,0,0.0070922,0.01773
0.013859,0.0010661,0.022388,0.0010661,0.83156,0.0021322,0.0021322,0.0010661,0,0,0.0031983,0.0021322,0.0063966,0.0074627,0.010661,0.028785,0,0.0031983,0.0031983,0.0085288,0.0031983,0,0.0010661,0.0031983,0,0.04371
0.011494,0,0,0,0.028736,0.47126,0.017241,0.0057471,0,0,0.017241,0,0.0057471,0.011494,0,0.18966,0,0.086207,0.011494,0.11494,0,0.0057471,0,0,0.011494,0.011494
0.025692,0,0,0.0039526,0.0059289,0,0.76482,0,0,0.0039526,0.0059289,0.0039526,0,0.0079051,0.021739,0.019763,0.0059289,0.0019763,0.051383,0.011858,0.0039526,0,0,0.0039526,0.039526,0.017787
0.0065359,0.071895,0.0065359,0.026144,0,0,0,0.50327,0.026144,0,0.17647,0.019608,0.0065359,0.091503,0,0,0,0,0.013072,0.013072,0.019608,0,0,0,0.0065359,0.013072
0.0020725,0,0.0041451,0.0020725,0,0.0010363,0.0010363,0,0.86114,0.0062176,0,0.10363,0,0.0020725,0,0.0010363,0,0.0051813,0.0020725,0.0020725,0,0.0010363,0,0.0010363,0.0020725,0.0020725
0,0,0,0.071429,0,0,0.035714,0,0.10714,0.67857,0,0,0,0,0,0,0,0,0.071429,0,0,0,0,0,0,0.035714
0.015464,0.046392,0.0051546,0.036082,0.041237,0,0.0051546,0.030928,0,0,0.60309,0.020619,0.015464,0.046392,0,0.0051546,0,0.015464,0.010309,0.015464,0.010309,0.0051546,0.0051546,0.010309,0,0.056701
0,0,0.018644,0.0033898,0.0016949,0,0,0.0016949,0.16441,0,0.0033898,0.78136,0,0,0,0.0033898,0,0.0067797,0,0.0016949,0.0050847,0,0.0016949,0,0.0050847,0.0016949
0.031153,0,0,0,0.018692,0,0,0,0,0,0.0093458,0,0.84112,0.068536,0.0062305,0.0062305,0,0.0031153,0,0.0031153,0.0062305,0,0.0031153,0,0,0.0031153
0.013613,0,0,0.0041885,0.0031414,0,0.0020942,0.0052356,0,0,0.0020942,0,0.011518,0.90576,0.011518,0.0020942,0,0,0,0.0041885,0.02199,0.0062827,0.0010471,0.0010471,0.0031414,0.0010471
0.011827,0.0013141,0,0.0039422,0.0065703,0,0.013141,0,0,0,0,0,0.0052562,0.0065703,0.92773,0.0078844,0,0,0.0013141,0,0.013141,0,0.0013141,0,0,0
0,0,0,0,0.0036101,0.0036101,0,0,0,0,0,0,0,0.01083,0.0072202,0.93863,0.0036101,0.0036101,0,0.0036101,0,0,0,0.0036101,0.01444,0.0072202
0.016667,0,0,0,0,0,0.5,0,0,0,0.016667,0,0,0,0.066667,0.083333,0.066667,0.016667,0.05,0.033333,0,0,0,0,0.016667,0.13333
0.01354,0.0019342,0.0058027,0,0.0058027,0.017408,0.0019342,0,0.011605,0,0.01354,0.0077369,0,0.025145,0,0.034816,0,0.80271,0.0038685,0.017408,0.0019342,0.0096712,0,0.0019342,0.019342,0.0038685
0.019011,0.011407,0.011407,0.0076046,0.0076046,0.0076046,0.068441,0,0.0038023,0,0.0038023,0.015209,0.0038023,0.015209,0,0.0038023,0,0.0076046,0.74525,0.0038023,0,0.0076046,0,0.0038023,0.011407,0.041825
0.0026667,0.0053333,0,0.010667,0.016,0.010667,0.0053333,0.0026667,0.016,0.008,0.010667,0.018667,0.0026667,0.010667,0,0.008,0,0.029333,0,0.75733,0,0.008,0,0.0053333,0.045333,0.026667
0.03386,0,0.0022573,0.0045147,0,0,0.0045147,0.0022573,0.0022573,0.0022573,0.0090293,0.0022573,0.0045147,0.042889,0.018059,0,0,0,0,0,0.85102,0.015801,0,0,0.0022573,0.0022573
0,0.0075758,0.015152,0.0075758,0,0.0075758,0.0075758,0,0,0,0,0.0075758,0,0,0.015152,0,0,0.05303,0.030303,0.0075758,0.38636,0.42424,0.0075758,0.0075758,0,0.015152
0,0,0,0.019417,0.0097087,0,0,0,0,0,0.0097087,0,0.038835,0.1165,0.019417,0,0,0,0,0.019417,0.1165,0.038835,0.61165,0,0,0
0.021978,0,0,0,0,0,0.010989,0,0,0,0.054945,0,0.010989,0.10989,0,0,0,0.010989,0.054945,0.010989,0.021978,0,0,0.48352,0.054945,0.15385
0.0045455,0.0090909,0,0.0090909,0,0.0045455,0.19545,0,0,0.0045455,0.0090909,0.013636,0,0.018182,0.013636,0.036364,0,0.013636,0.022727,0.027273,0,0.0090909,0,0.027273,0.55909,0.022727
0.010526,0,0.010526,0.010526,0.068421,0.0052632,0.021053,0.0052632,0.015789,0,0.026316,0,0.010526,0.010526,0,0.015789,0.0052632,0.0052632,0.026316,0.021053,0.010526,0,0,0.010526,0.010526,0.7
