-11.55,5.5926,4.3466,-5.4883,-2.3931,-11.265,-1.384,-11.511,-5.1853,0.58226,1.5027,0.86091,-0.59128,-2.5716,-6.9323,-3.6529,-5.6987,-5.5921,1.2706,-2.5466,-1.2557,0.71566,-2.3437,-2.6849,-1.2218,2.7786,-4.4847,-0.34071,-0.92423,0.37211,-2.5328,-3.3202,-3.0493,-1.1438,-0.16054,-3.4692,-0.35917,-1.2862,0.21985,0.62832,-0.92714,1.6669,0.72355,0.54333,0.244,-0.13856,-1.9384,1.1288,-1.0375,-1.2982,-2.6804,-1.7941,-0.68305,-0.40886,-2.0517,0.6197,-1.2945,2.8524,-4.2032,-3.4365,-2.7601,-2.989,2.6263,-0.60746,4.6424,0.66531,-1.0465,-4.7697,-3.9858,5.739,3.2671,4.2754,1.1288,4.6322,-0.92846,0.79765,2.6213,4.997,2.8338,-0.20677,1.2959,0.096813,1.0796,2.1206,0.37601,2.7124,0.73826,2.3775,-1.3898,1.6911,0.32558,1.1079,2.8571,2.9073,4.1943,-1.2564,-1.9047,-3.0541,-0.61085,4.7244,2.4741,0.69117,3.7295,3.1865,-1.4747,-6.7247,4.1612,-0.80186,6.548,6.3887,6.1058,1.953,-0.23267,0.70785,5.1516,2.8959,6.3143,6.6247,2.9235,10.031,2.0101,-0.26745,-0.34545,6.1183,10.078,8.5267,5.1443,6.6382,6.0805
45.998,-1.7066,0.9229,-0.81814,-1.9986,-3.1786,-1.9161,-3.4192,-0.65236,-0.40618,-2.8986,-2.7654,-2.4153,-2.4094,-1.4995,-0.80499,-1.2319,-2.7015,-2.2339,-1.6064,-4.4463,-1.7378,-2.5601,-3.3554,-2.1717,-0.78962,-2.9628,-2.2345,-1.8575,-3.6912,-2.2556,-3.0372,-2.8533,-5.1734,-2.0253,-4.3854,-4.2944,-3.4003,-2.6571,-2.3124,-9.0774,-4.7446,-2.8287,-2.2211,-2.2657,-1.3497,-3.9698,-1.648,-8.087,-4.8697,-5.9553,-1.1576,-1.7723,-2.6083,-1.9026,-4.6272,-13.287,-4.1003,-1.287,-4.4293,-2.0557,-2.775,-2.7733,-3.5386,-6.6962,-6.4197,-6.0183,-0.45297,-4.0151,-1.5775,-2.7261,-3.4208,-10.855,-5.0792,-4.4347,-4.1194,-1.3376,-2.772,-2.4851,-4.4923,-1.2511,-3.405,-3.8348,-2.4034,-3.2963,-3.2217,-5.6802,-2.3364,1.7384,0.69728,-2.9567,-2.8384,-2.1032,-5.3119,-1.2666,1.4872,0.7949,-0.11719,-0.75762,-2.0001,-2.0091,0.28591,-0.55089,-2.3087,-0.6969,-1.3486,0.48155,-0.16043,-0.72388,-0.54179,-0.31113,-1.7961,-0.2084,1.1584,-0.88085,-0.19252,-0.72374,-0.10532,1.1315,2.5257,-0.7083,1.0082,0.86852,-0.28187,-0.56562,0.55377,-0.17454,-2.5655,2.0046
-12.76,-1.3952,-1.8298,-6.8474,-5.9544,-5.8542,-8.8482,-2.8124,-4.2494,-2.9459,-5.5058,-7.5393,-7.2335,-7.9108,-5.9084,-6.2327,-7.2958,0.68525,4.2186,-1.8582,0.81943,-2.8832,-2.5725,-0.72414,-5.2836,-0.74673,0.45468,2.0511,-0.3613,-1.7014,-0.44301,-2.7171,-1.8373,-1.0849,0.80748,-0.27391,0.94533,-1.2023,-2.8602,-1.2347,-5.6718,0.055999,-0.79313,2.8611,-0.31509,-2.7158,-2.8393,-2.6286,-1.754,1.3748,1.7818,2.798,1.3687,1.1146,0.56114,-2.2713,-0.62317,-0.26448,2.2133,1.1413,2.4876,4.0524,-0.75273,-0.54485,2.1704,2.0533,-4.3716,-1.8265,1.1272,2.0942,2.1081,2.9557,5.1042,-0.89429,1.0787,-2.1882,2.8143,0.69295,-0.073366,0.73256,8.0435,2.2008,0.66271,1.8561,0.070164,4.6302,2.9099,0.035223,9.7828,1.3598,1.4624,3.8172,-0.97301,4.7217,4.044,2.2378,7.9057,3.8298,1.7877,0.62387,2.3241,-1.2388,1.0748,6.6303,2.7268,4.1272,2.8492,4.5445,1.9779,-0.58792,8.6747,3.3548,1.8032,0.95229,-2.0968,3.3376,-1.1541,-3.6124,-1.3692,-2.2117,-2.2953,3.4469,1.3984,2.2424,-0.44489,3.5068,-2.7603,-1.4146,-2.3417
-42.624,4.6043,-1.2329,1.1396,-0.91967,1.2854,-0.14937,0.15483,1.133,1.1892,3.6958,-2.758,-1.279,-0.88075,0.85815,-1.453,2.0109,1.3298,-2.2912,1.4001,-2.0688,-1.1282,-1.4521,1.4171,-1.357,0.074416,-1.1311,-1.2744,2.2495,-0.89462,1.2542,2.0754,2.5067,2.6595,1.3159,0.45018,1.5181,0.55609,3.3544,0.14415,0.53661,-0.22016,0.35473,3.032,1.7423,3.9359,2.5159,1.579,0.76986,1.2519,-0.26931,1.812,0.47623,2.5707,2.8716,0.92912,0.96524,0.52922,1.0205,0.61159,2.4947,2.2785,1.1979,0.32581,3.3206,0.50403,3.5163,3.1043,3.4012,0.66573,0.76995,1.0247,-0.6518,0.98368,0.40491,4.9882,2.5523,2.4571,1.311,3.2402,1.6504,1.1022,1.8787,2.0844,3.2095,1.9868,3.0552,1.2476,2.4517,0.97459,0.11107,3.8364,3.0692,2.5336,1.7492,0.75788,2.9024,-0.44547,4.0865,3.0119,2.4438,1.3593,1.9729,2.1999,0.13915,3.4486,3.03,0.72646,0.95426,0.86626,1.3136,1.2738,2.4093,2.3917,3.8375,3.601,0.097199,0.48962,1.7281,-0.25225,2.1,2.2366,2.9116,1.3163,0.043153,1.1771,0.079854,2.9172,0.3804
1.3778,-0.48923,1.3886,-1.4918,1.6235,3.3017,2.7216,1.246,0.85241,1.1325,-3.6556,-2.2517,-0.8543,-1.5345,0.06526,-0.54354,6.8058,-2.0894,0.68677,-1.5546,-4.3247,-2.0587,-2.1764,0.50131,-2.068,-0.35756,-2.8544,-4.6247,-9.9034,-6.7108,-7.5787,-9.2174,-11.065,0.91242,-1.8931,-6.8326,-7.6741,-3.8745,-6.5214,-7.0123,-11.688,-1.85,-4.4764,-3.8657,0.38375,-5.6878,-5.6301,-8.3062,-10.552,-4.9083,-1.1517,-4.5215,-2.1686,-0.7304,-1.0963,-0.025718,-9.2065,-2.979,-1.7959,-0.17156,-1.0283,0.4132,-0.19849,1.0703,-0.65662,-4.2917,0.73586,0.64616,-0.57128,-0.9143,0.41864,0.29928,1.8818,2.3534,1.6236,-0.066076,2.538,0.78125,1.5625,-3.3937,2.255,-3.8598,5.1105,-1.1295,-1.0276,2.7248,-4.6509,-0.12277,1.0767,2.5872,1.3354,2.0499,2.1592,-0.43958,0.73814,1.4479,4.5033,2.5137,1.5465,0.85598,-0.32597,1.1747,5.0103,6.969,3.6644,0.5862,4.359,2.3513,3.3043,0.60824,6.0685,2.0378,3.5889,3.6822,1.6715,2.2999,1.9518,3.9661,2.6193,5.1841,2.774,3.722,4.8737,-0.057047,0.38489,-2.9766,5.5623,-2.1232,0.9816
-10.256,4.2916,8.7848,5.2832,2.8755,5.7815,-0.53043,2.6708,4.2644,1.4188,-0.10614,3.2474,2.502,0.25813,1.5408,2.4616,-1.8987,0.27697,1.7574,0.70567,1.692,-0.63096,2.459,4.6453,-3.0085,-0.074036,-0.69044,0.45311,-2.9461,1.5874,3.0542,1.026,-1.3447,-0.015399,0.64648,-0.57849,1.6902,-2.1588,2.3959,1.5416,-2.848,-2.2244,1.7263,-2.1134,0.56362,3.9508,-0.63355,0.86895,2.5211,-3.3304,0.28423,1.3344,2.5895,2.1309,3.7293,-0.60504,-1.6573,1.1202,-1.8889,3.6745,-2.398,5.2027,5.9436,4.0934,-2.8452,6.0633,4.1018,1.7744,2.0863,5.1408,6.2933,-0.67641,-3.3111,-0.95532,0.45077,2.6905,0.97447,7.8369,2.7157,-7.0093,-8.0825,2.1746,2.3121,-0.95231,4.2628,4.1263,-10.858,-4.5579,-1.9188,-0.61887,-0.9295,-1.5288,2.4753,-1.8248,-3.7804,2.396,-6.0131,-2.9985,-0.88717,-1.8312,-2.7458,-4.8102,0.76865,0.57635,1.3806,-2.3675,-1.57,-4.028,-2.6286,-6.3724,0.30297,-1.2383,1.8038,-0.44505,-3.8772,-2.7404,-5.799,-3.3715,2.4787,-1.0868,3.921,-1.2136,-1.868,-5.4228,-15.719,-3.8885,-5.4859,-1.9676,7.8257
0.57341,2.7479,-0.37442,0.51912,0.55561,-2.3432,2.8532,-1.0858,2.5881,3.3063,-2.9933,-2.8883,-0.34421,2.6809,-2.9667,2.1815,0.83414,-0.76764,1.1829,-0.54228,-4.4376,-0.87013,2.8838,-0.77627,-1.8592,0.42855,-1.8075,-1.7898,0.47977,-1.7364,-0.37761,-1.1417,-1.6666,0.70338,-2.5724,0.37312,-1.7682,-3.0351,1.3457,-1.9428,0.54751,-2.5297,-1.8882,-1.7849,-0.97204,0.69016,0.29681,0.5562,-1.0977,-3.2168,-2.2142,-1.723,-1.1245,0.31285,2.2103,0.12873,2.7064,-0.33526,-0.60225,-5.9693,-6.5406,-2.1263,4.1976,4.253,4.2605,-1.5897,-0.19776,1.7378,-8.2026,-8.4918,4.1474,5.386,5.0712,-0.8535,-0.85474,3.1837,-1.6256,-12.237,4.7276,3.775,5.2521,-1.4791,1.8457,-0.7433,-0.52425,-9.2821,-2.0852,5.4486,3.7915,0.78193,0.22747,0.97219,1.2464,-7.6043,-1.4799,5.1688,5.6731,2.1739,0.11004,1.9355,-1.3287,-2.9368,-2.7283,3.2209,5.4179,1.2662,2.0954,-3.1469,-3.5223,0.27569,-4.2581,2.5096,5.6638,1.1609,-4.5697,0.9728,-5.1623,-3.4525,0.056939,1.1651,5.6628,-1.794,1.0149,-1.5434,-4.4023,-5.9663,-4.8852,1.0756,5.6295
11.233,-2.6201,-1.1935,3.1549,4.0919,-0.3006,4.1527,-1.0284,-3.3176,-3.4184,-5.067,1.2901,-1.8648,-3.7784,-1.7182,-3.5402,-2.1762,-1.5792,-8.5542,-7.7074,-7.7065,-4.0148,-2.5387,-4.7481,-4.3599,-7.108,-0.36917,-11.414,-10.304,-5.6859,-7.7013,-4.8369,-5.4554,-0.40903,0.0052733,-5.0197,-10.214,-7.2862,-4.7922,-0.46546,0.91268,2.4051,-4.3108,-3.5255,-2.9728,-5.8915,-6.1174,-3.917,5.239,-3.2094,-5.6853,-4.3671,2.9623,-3.7917,-8.8787,2.84,5.7963,-1.2456,-7.8969,-3.3964,-1.8485,0.85445,0.25561,1.856,1.9311,-7.3964,-7.0098,-2.1443,-0.40695,1.9247,-3.2773,2.3222,2.1182,-5.2041,-0.5265,3.2147,0.57381,0.1821,3.0156,-1.628,-0.87879,-2.2494,1.3107,1.8979,1.229,-0.14362,-0.20368,-0.97565,-0.64209,-4.3286,0.63852,1.8076,1.8654,1.2166,-1.5675,2.6585,-3.1137,2.1255,1.4174,2.1423,2.6114,2.6996,1.7047,2.658,-3.8523,3.0752,1.4419,3.0405,2.6134,1.1311,1.992,1.7295,-0.22696,-0.47634,1.0401,-1.6817,2.3791,0.2035,-1.7025,4.9284,-0.016827,0.17707,4.4492,-3.0483,-0.69099,1.2997,-0.76842,4.3966,-0.18967
33.654,-4.5495,-3.9075,1.8093,-2.381,-0.11533,-0.55822,-0.90352,-2.8796,-4.5864,-2.8787,-1.8189,-0.61638,-0.98745,-0.34666,-2.9675,-0.61731,-5.3302,-6.1079,-1.6292,0.1397,-1.9245,0.46563,-1.6206,-2.3478,-7.083,-4.9615,-4.7799,-1.2737,0.89842,-0.97792,-1.4608,-2.2165,-5.064,-5.2727,-3.6526,-1.2072,-0.97449,-0.43043,-1.5507,-0.49889,-2.3952,-8.0908,-6.5153,-1.9463,-1.7768,-0.33107,-0.56454,-0.087994,0.46953,-4.0914,-9.3233,-4.2243,0.032065,-2.0722,0.67132,-3.0756,2.706,0.40763,-7.3973,-8.5993,-3.2696,-0.3383,-2.6484,-0.053428,3.6357,0.90654,-2.8928,-11.27,-8.8974,-2.8017,-2.0815,-1.1191,0.61487,0.86278,1.504,-1.4075,-10.503,-4.6463,-0.80929,-1.0706,2.6001,1.272,-1.2235,-0.32464,-3.5351,-4.3475,-4.3535,-1.4662,0.61206,0.12307,-1.2683,-0.2212,-1.7567,-1.9751,-2.8525,-3.5408,0.16797,1.3167,1.6805,-0.88766,-1.7642,-2.0309,-1.8881,-1.9659,-0.05286,2.1573,1.0873,-1.2776,0.13525,-1.9121,-2.8783,-1.1564,3.6592,2.0773,0.34069,1.45,0.58093,-2.5871,-3.9301,1.4557,2.0359,0.26343,1.518,1.2829,-1.0267,-2.9341,-2.4946,-2.0234
-1.2121,-1.8481,0.68289,-2.6918,-2.1739,-2.5783,4.2617,-0.81386,-3.5592,1.0625,-0.051148,-2.2899,-2.0913,-4.2608,1.4649,0.52529,-2.5077,-0.070957,-4.5323,-4.2486,1.1675,1.8396,-5.533,-0.23816,-2.3722,-2.4789,-7.9997,-2.8282,-2.2944,-0.35046,-3.1274,-3.1677,0.50348,0.97977,0.12175,-1.6865,-0.95326,-1.4675,-5.0128,-0.9852,0.40807,-2.0775,2.9595,-0.94699,2.2406,-3.1422,-5.7819,-5.6054,-2.8351,-0.17764,0.18723,1.1171,0.64565,0.29045,-6.1044,-3.3121,-9.1072,-3.0709,-0.59555,2.8432,0.60424,0.90979,-5.0295,-7.8596,-3.1986,1.7103,-2.7713,-0.33872,0.24382,-1.2774,0.27855,1.3117,4.2117,-0.57694,-4.698,-1.5837,-1.7844,1.5517,4.3635,2.741,0.68123,1.0671,2.2871,4.2666,-0.085543,3.8676,6.7217,1.3621,1.7745,6.4906,-1.3005,1.6505,8.2005,4.6238,0.97928,0.048059,-3.1712,2.1547,4.024,-0.63405,2.344,3.5189,2.1735,5.1036,-1.9468,6.4694,2.3547,1.1006,-1.3317,0.93175,2.7501,2.4835,-1.6094,7.731,3.8085,-2.2206,7.5257,3.4279,1.1775,3.9418,-2.4259,-1.8277,4.4618,4.5671,-1.1917,4.267,-0.58299,6.5704,0.053935
